,school,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,subject,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other,binge_drinker,heavy_drinker,overall_grade
125,0,1,15,0,1,1,3,4,1,1,0,1,0,0,0,1,1,1,0,5,5,5,3,2,5,0,13,13,12,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0,0.0,12.5
126,0,0,15,0,0,0,3,4,1,2,0,1,0,0,1,1,1,1,1,5,3,2,1,1,1,0,7,10,11,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0,9.75
127,0,0,19,0,1,1,0,1,1,2,3,0,1,0,0,0,0,0,0,3,4,2,1,1,5,2,7,8,9,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0,0.0,8.25
128,0,1,18,1,1,1,2,2,1,1,2,0,1,0,1,1,1,1,0,3,3,3,1,2,4,0,7,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0.0,0.0,2.75
129,0,1,16,1,1,1,4,4,1,1,0,0,0,1,1,1,1,1,0,3,5,5,2,5,4,8,18,18,18,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1.0,0.0,18.0
130,0,0,15,1,1,1,3,4,2,3,2,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0,12,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0.0,3.0
131,0,0,15,0,1,1,1,1,3,1,0,0,1,0,1,0,1,1,1,4,3,3,1,2,4,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0,2.0
132,0,0,17,0,0,1,2,2,1,1,0,0,1,0,0,1,1,1,1,3,4,4,1,3,5,12,10,13,12,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0.0,11.75
133,0,0,16,0,1,0,3,4,1,1,0,0,0,0,0,1,1,1,0,3,2,1,1,4,5,16,12,11,11,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1.0,0.0,11.25
134,0,1,15,1,1,1,3,4,4,2,0,0,1,0,0,1,1,0,1,5,3,3,1,1,5,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0,0.0,2.25
135,0,0,15,0,1,1,4,4,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,5,0,11,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,2.75
136,0,1,17,1,1,1,3,4,3,2,0,0,0,0,0,1,1,0,0,5,4,5,2,4,5,0,10,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1.0,0.0,2.5
137,0,0,16,0,1,0,3,3,2,1,2,0,1,0,1,0,1,1,1,4,3,2,1,1,5,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0,0.0,1.0
138,0,1,16,0,0,1,1,1,1,2,1,0,0,0,0,1,1,0,1,4,4,4,1,3,5,0,14,12,12,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0,12.5
139,0,0,15,0,1,1,4,4,2,1,0,0,0,0,1,1,1,1,0,4,3,2,1,1,5,0,16,16,15,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0.0,0.0,15.5
140,0,1,15,0,1,1,4,3,2,4,0,1,1,0,0,1,1,1,0,2,2,2,1,1,3,0,7,9,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0.0,4.0
141,0,1,16,0,0,1,2,2,2,1,2,0,1,0,1,1,1,1,0,2,3,3,2,2,2,8,9,9,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0.0,0.0,9.0
142,0,0,15,0,1,1,4,4,1,3,0,0,1,1,1,1,1,1,0,4,2,2,1,1,5,2,9,11,11,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,10.5
143,0,0,16,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,3,4,4,3,3,1,2,14,14,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,13.5
144,0,1,17,0,1,1,2,1,1,1,3,0,1,0,0,1,1,1,0,5,4,5,1,2,5,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0,1.25
145,0,0,15,0,1,1,1,1,1,2,0,0,1,1,0,1,1,1,0,4,4,2,1,2,5,0,8,11,11,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0.0,10.25
146,0,0,15,0,1,1,3,2,1,2,3,0,1,0,0,1,1,1,0,3,3,2,1,1,3,0,6,7,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0,0.0,3.25
147,0,0,15,0,1,1,1,2,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,5,2,10,11,11,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0,10.75
148,0,1,16,0,1,1,4,4,1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,0,7,6,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0.0,0.0,3.25
149,0,1,15,0,0,0,2,1,4,1,3,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0,8,9,10,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1.0,0.0,9.25
150,0,1,18,0,0,1,1,1,1,1,3,0,0,0,0,1,0,1,1,2,3,5,2,5,4,0,6,5,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1.0,0.0,2.75
151,0,1,16,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6,12,13,14,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0,13.25
152,0,0,15,1,1,1,3,3,2,3,2,0,1,1,1,1,1,1,1,4,2,1,2,3,3,8,10,10,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.0,0.0,10.0
153,0,1,19,0,1,1,3,2,1,1,3,0,1,0,0,1,0,1,1,4,5,4,1,1,4,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,1.25
154,0,0,17,0,1,1,4,4,1,1,0,1,1,0,0,1,1,0,1,4,2,1,1,1,4,0,11,11,12,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0,0.0,11.5
155,0,1,15,1,1,1,2,3,1,2,0,1,0,1,1,1,1,0,0,4,4,4,1,1,1,2,11,8,8,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,8.75
156,0,1,17,1,0,1,1,2,1,1,0,0,0,0,0,1,1,0,0,2,2,2,3,3,5,8,16,12,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.0,0.0,13.5
157,0,0,18,1,1,1,1,1,3,1,3,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6,9,8,10,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1.0,0.0,9.25
158,0,1,16,1,1,1,2,2,3,1,0,0,0,0,0,0,1,0,0,4,2,2,1,2,3,2,17,15,15,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0,15.5
159,0,1,16,0,1,1,3,3,1,2,1,0,1,1,0,1,1,1,1,4,5,5,4,4,5,4,10,12,12,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,1.0,11.5
160,0,1,17,1,0,1,2,1,2,1,2,0,0,0,1,1,0,1,1,3,3,2,2,2,5,0,7,6,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0,3.25
161,0,1,15,1,1,1,3,2,2,2,2,1,1,0,0,1,1,1,1,4,4,4,1,4,3,6,5,9,7,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1.0,0.0,7.0
162,0,1,16,0,0,1,1,2,2,1,1,0,0,0,1,1,1,0,0,4,4,4,2,4,5,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1.0,0.0,1.75
163,0,1,17,0,1,1,1,3,1,1,0,0,0,0,0,1,0,1,0,5,3,3,1,4,2,2,10,10,10,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1.0,0.0,10.0
164,0,1,17,1,0,1,1,1,4,2,3,0,0,0,1,1,0,0,1,5,3,5,1,5,5,0,5,8,7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0,0.0,6.75
165,0,1,16,0,1,1,3,2,2,1,1,0,1,0,1,0,0,0,0,4,5,2,1,1,2,16,12,11,12,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,11.75
166,0,1,16,0,1,1,2,2,1,2,0,0,0,0,0,1,0,1,0,4,3,5,2,4,4,4,10,10,10,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1.0,0.0,10.0
167,0,0,16,0,1,1,4,2,1,2,0,0,0,1,0,1,1,1,1,4,2,3,1,1,3,0,14,15,16,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0,0.0,15.25
168,0,0,16,0,1,1,2,2,1,2,0,0,1,1,0,0,1,1,0,5,1,5,1,1,4,0,6,7,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0,3.25
169,0,0,16,0,1,1,4,4,1,2,0,0,1,1,0,1,1,1,1,4,4,2,1,1,3,0,14,14,14,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.0,0.0,14.0
170,0,1,16,0,1,1,3,4,3,1,2,0,1,0,1,0,1,1,0,3,4,5,2,4,2,0,6,5,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1.0,0.0,2.75
171,0,1,16,0,1,1,1,0,2,2,0,0,1,1,1,1,1,1,1,4,3,2,1,1,3,2,13,15,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.0,0.0,15.0
172,0,1,17,0,0,1,4,4,1,2,0,0,1,1,1,1,1,1,0,4,4,4,1,3,5,0,13,11,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0.0,0.0,11.0
173,0,0,16,0,1,1,1,3,1,2,3,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0,8,7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0,0.0,3.75
174,0,0,16,0,0,1,3,3,2,2,0,0,1,1,1,1,1,1,0,4,4,5,1,1,4,4,10,11,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.0,0.0,9.75
175,0,1,17,0,0,1,4,3,2,2,0,0,0,1,1,1,1,1,0,4,4,4,4,4,4,4,10,9,9,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0.0,1.0,9.25
176,0,0,16,0,1,1,2,2,2,2,0,0,0,1,1,0,1,1,0,3,4,4,1,4,5,2,13,13,11,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1.0,0.0,12.0
177,0,1,17,0,1,1,3,3,1,2,0,0,0,0,1,0,1,1,0,4,3,4,1,4,4,4,6,5,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.0,0.0,5.75
178,0,1,16,1,1,1,4,2,1,1,0,0,1,0,1,1,1,1,1,4,3,3,3,4,3,10,10,8,9,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0.0,0.0,9.0
179,0,1,17,0,1,1,4,3,1,2,0,0,1,0,1,1,1,1,1,5,2,3,1,1,2,4,10,10,11,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0,10.5
180,0,1,16,0,1,1,4,3,1,2,0,0,1,1,1,1,1,1,0,3,4,3,2,3,3,10,9,8,8,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0,8.25
181,0,1,16,0,1,1,3,3,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,3,2,12,13,12,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0,12.25
182,0,0,17,0,1,1,2,4,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0,16,17,17,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0.0,0.0,16.75
183,0,0,17,0,0,1,3,3,1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,56,9,9,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.0,0.0,8.5
184,0,0,16,0,1,1,3,2,1,2,0,0,1,1,0,1,1,1,0,1,2,2,1,2,1,14,12,13,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.0,0.0,12.25
185,0,1,17,0,1,1,3,3,1,2,0,0,1,0,1,1,1,1,1,4,3,4,2,3,4,12,12,12,11,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0.0,0.0,11.5
186,0,1,16,0,1,1,1,2,1,1,0,0,1,1,1,1,1,1,1,3,3,3,1,2,3,2,11,12,11,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0.0,0.0,11.25
187,0,1,16,0,0,1,2,1,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,5,0,15,15,15,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0,15.0
188,0,0,17,0,1,0,3,3,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,6,8,7,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.0,0.0,8.25
189,0,1,17,1,1,1,1,2,1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,4,8,9,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1.0,0.0,9.25
190,0,0,16,0,1,1,2,3,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,10,11,12,13,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,12.25
191,0,0,17,0,1,1,1,1,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,8,8,9,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,8.5
192,0,1,17,0,1,1,1,2,2,2,0,0,0,1,1,0,1,1,0,4,4,4,4,5,5,12,7,8,8,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0,1.0,7.75
193,0,1,16,1,1,1,3,3,1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,8,8,9,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0,0.0,9.25
194,0,1,16,0,1,1,2,3,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,13,14,14,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.0,0.0,13.75
195,0,0,17,0,0,1,2,4,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,0,14,15,15,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0.0,14.75
196,0,1,17,0,1,1,4,4,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,17,15,16,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0.0,0.0,16.0
197,0,1,16,1,0,1,3,3,3,1,0,0,1,1,1,1,1,1,0,3,3,4,3,5,3,8,9,9,10,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0.0,0.0,9.5
198,0,0,17,0,1,1,4,4,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,24,18,18,18,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0.0,0.0,18.0
199,0,0,16,0,0,1,4,4,1,2,0,0,1,1,0,1,1,1,0,4,5,2,1,2,3,0,9,9,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,9.5
200,0,0,16,0,1,1,4,3,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,16,16,16,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1.0,0.0,16.0
201,0,0,16,0,1,1,2,3,1,2,0,1,1,1,1,1,1,0,0,4,4,3,1,3,4,6,8,10,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.0,0.0,9.5
202,0,0,17,0,1,1,1,1,1,2,0,0,1,1,0,0,1,0,0,4,4,4,1,3,1,4,9,9,10,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0,9.5
203,0,0,17,1,1,1,2,2,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,18,7,6,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.0,0.0,6.25
204,0,0,16,1,1,1,2,2,2,4,0,0,1,1,1,0,1,1,0,5,3,5,1,1,5,6,10,10,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0,0.0,10.5
205,0,0,17,0,1,1,3,4,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,28,10,9,9,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0,0.0,9.25
206,0,0,16,0,1,0,3,1,1,2,3,0,1,1,0,1,1,1,0,2,3,3,2,2,4,5,7,7,7,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0,7.0
207,0,0,16,0,1,1,4,3,1,2,0,0,0,1,1,1,1,1,1,1,3,2,1,1,1,10,11,12,13,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0.0,0.0,12.25
208,0,0,16,0,1,1,1,1,2,1,0,0,1,1,0,1,1,0,0,4,3,2,1,4,5,6,9,9,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1.0,0.0,9.5
209,0,0,17,1,1,1,4,3,2,3,0,0,1,1,1,1,1,1,1,4,4,2,1,1,4,6,7,7,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0.0,0.0,7.0
210,0,0,19,0,1,1,3,3,1,4,0,0,1,1,1,1,1,1,0,4,3,3,1,2,3,10,8,8,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,8.0
211,0,1,17,0,0,1,4,4,1,2,0,0,1,1,0,1,1,1,1,5,3,5,4,5,3,13,12,12,13,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,1.0,12.5
212,0,0,16,0,1,0,2,2,1,2,0,1,1,1,0,1,1,1,0,3,3,4,1,1,4,0,12,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.0,0.0,13.25
213,0,1,18,0,1,1,2,2,1,2,1,0,1,1,1,1,1,1,0,4,4,4,2,4,5,15,6,7,8,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1.0,0.0,7.25
214,0,0,17,1,0,1,4,4,1,1,0,0,1,1,0,1,1,0,0,5,2,1,1,2,3,12,8,10,10,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0,0.0,9.5
215,0,0,17,0,0,1,3,2,2,2,0,0,0,1,0,1,1,1,0,4,4,4,1,3,1,2,14,15,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.0,0.0,14.75
216,0,0,17,0,1,1,4,3,1,2,2,0,0,1,0,1,1,1,1,3,4,5,2,4,1,22,6,6,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1.0,0.0,5.0
217,0,1,18,0,0,1,3,3,1,2,1,0,1,1,0,1,1,1,0,3,2,4,2,4,4,13,6,6,8,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1.0,0.0,7.0
218,0,0,17,0,1,1,2,3,2,1,0,0,1,1,0,1,1,0,0,3,3,3,1,4,3,3,7,7,8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1.0,0.0,7.5
219,0,0,17,0,1,1,2,2,1,3,0,0,1,1,1,1,1,1,0,4,3,3,1,1,4,4,9,10,10,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,9.75
220,0,0,17,1,1,1,2,1,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,2,6,6,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0,0.0,6.0
221,0,0,17,0,1,1,1,1,1,3,1,0,1,0,1,1,1,0,1,4,3,4,1,1,5,0,6,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.0,0.0,2.75
222,0,0,16,0,1,1,2,3,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,2,16,16,17,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0,0.0,16.5
223,0,1,18,0,1,1,2,2,2,2,0,0,1,1,0,1,1,1,0,3,3,3,5,5,4,0,12,13,13,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,1.0,12.75
224,0,0,16,0,1,1,4,4,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,0,13,13,14,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.0,0.0,13.5
225,0,0,18,1,1,1,3,1,1,2,1,0,0,0,1,1,1,1,1,5,3,3,1,1,4,16,9,8,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.0,0.0,7.75
226,0,0,17,0,1,1,3,2,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,10,16,15,15,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0,15.25
227,0,1,17,0,0,1,2,3,1,2,0,0,1,1,0,0,1,1,0,5,3,3,1,3,3,2,12,11,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0.0,0.0,11.75
228,0,1,18,0,0,1,2,1,4,2,0,1,1,1,1,1,1,1,1,4,3,2,4,5,3,14,10,8,9,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,1.0,9.0
229,0,0,17,0,1,0,2,1,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,10,12,10,12,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0,11.5
230,0,0,17,0,0,1,4,3,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,14,13,13,14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.0,0.0,13.5
231,0,1,17,1,1,1,2,2,2,2,0,0,1,1,1,1,1,1,0,4,5,2,1,1,1,4,11,11,11,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0.0,11.0
232,0,1,17,0,1,1,4,4,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,14,11,9,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,9.5
233,0,1,16,0,1,1,4,4,1,2,0,0,1,1,1,1,1,1,0,4,2,4,2,4,1,2,14,13,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.0,0.0,13.25
234,0,1,16,0,0,1,1,1,2,2,0,0,1,1,0,1,1,1,0,3,4,2,1,1,5,18,9,7,6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0,7.0
235,0,1,16,0,1,1,3,2,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,10,11,9,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.0,0.0,10.0
236,0,1,17,0,0,1,2,2,1,2,0,0,0,1,1,0,1,1,1,4,4,2,5,5,4,4,14,13,13,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.0,1.0,13.25
237,0,0,16,0,1,1,2,1,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,20,13,12,12,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0,12.25
238,0,0,17,1,1,1,2,1,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,13,11,11,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,11.5
239,0,1,18,0,1,1,2,2,1,2,1,0,0,0,0,1,0,1,0,5,5,4,3,5,2,0,7,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.0,0.0,3.5
240,0,1,17,0,0,1,4,3,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,14,12,12,12,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1.0,0.0,12.0
241,0,1,17,1,0,0,4,4,2,2,0,0,1,1,0,1,1,1,0,3,3,3,2,3,4,2,10,11,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0,11.25
242,0,1,16,0,0,1,4,3,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0,1.5
243,0,1,16,0,1,1,4,4,1,1,0,0,0,0,1,1,1,1,0,5,3,2,1,2,5,0,13,12,12,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,12.25
244,0,0,18,0,1,1,2,1,2,3,0,0,1,1,0,0,1,1,1,4,4,4,1,1,3,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0,0.0,1.75
245,0,1,16,0,1,1,2,1,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,6,18,18,18,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0,18.0
246,0,1,17,0,1,1,2,3,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,4,12,12,13,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0.0,12.5
247,0,1,22,0,1,1,3,1,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,16,6,8,8,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0.0,1.0,7.5
248,0,1,18,1,0,1,3,3,1,2,1,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,3,5,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,4.5
249,0,1,16,0,1,1,0,2,1,1,0,0,0,1,0,0,1,1,0,4,3,2,2,4,5,0,13,15,15,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1.0,0.0,14.5
250,0,1,18,0,1,1,3,2,2,1,1,0,0,0,0,1,0,1,0,4,4,5,2,4,5,0,6,8,8,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1.0,0.0,7.5
251,0,1,16,0,1,1,3,3,3,2,0,1,1,0,0,0,1,1,0,5,3,3,1,3,2,6,7,10,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,9.25
